market_id,race_time,runner_id,runner_name,odds_start,volume_start,lay_odds_start,lay_volume_start,odds_20,volume_20,lay_odds_20,lay_volume_20,odds_end,volume_end,lay_odds_end,lay_volume_end,score_start_home,score_start_away,score_20_home,score_20_away,score_end_home,score_end_away
1.236542726,2024-11-29 14:00:00+00:00,6630666,Home_Stoke U21 v Southampton U21,5.6,16.81,7.2,8.0,12.0,18.89,12.5,3.33,80.0,6.47,95.0,1.68,0,0,0,1,0,0
1.236542726,2024-11-29 14:00:00+00:00,6728422,Away_Stoke U21 v Southampton U21,1.4,45.0,1.5,43.0,1.25,21.82,1.27,3607.85,1.06,112.89,1.07,51.94,0,0,0,1,0,0
1.236542726,2024-11-29 14:00:00+00:00,58805,Draw_Stoke U21 v Southampton U21,6.2,13.77,6.8,7.43,7.6,8.36,8.2,53.01,20.0,28.81,23.0,11.33,0,0,0,1,0,0
1.236542774,2024-11-29 14:00:00+00:00,1221385,Under1.5_Stoke U21 v Southampton U21,10.0,2.0,1000.0,8.25,22.0,3.0,32.0,6.18,,,,,0,0,0,1,0,0
1.236542774,2024-11-29 14:00:00+00:00,1221386,Over1.5_Stoke U21 v Southampton U21,1.07,78.0,1.1,1.22,1.03,263.0,1.05,223.0,,,,,0,0,0,1,0,0
1.236542771,2024-11-29 14:00:00+00:00,47972,Under2.5_Stoke U21 v Southampton U21,4.2,13.0,5.0,3.91,5.9,16.0,6.4,2.94,9.6,8.0,10.5,2.64,0,0,0,1,0,0
1.236542771,2024-11-29 14:00:00+00:00,47973,Over2.5_Stoke U21 v Southampton U21,1.24,68.02,1.31,7.44,1.18,201.0,1.21,191.0,1.1,143.02,1.12,246.0,0,0,0,1,0,0
1.236542775,2024-11-29 14:00:00+00:00,1222344,Under3.5_Stoke U21 v Southampton U21,2.26,14.0,2.54,9.0,2.58,29.0,2.72,25.0,2.82,23.0,2.94,6.89,0,0,0,1,0,0
1.236542775,2024-11-29 14:00:00+00:00,1222345,Over3.5_Stoke U21 v Southampton U21,1.65,18.0,1.79,14.0,1.58,76.98,1.6,8.54,1.52,39.08,1.54,5.71,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,1,Score_0_0_Stoke U21 v Southampton U21,36.0,5.0,,,1000.0,13.49,,,19.5,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,4,Score_0_1_Stoke U21 v Southampton U21,15.5,5.0,,,21.0,2.0,30.0,30.56,,,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,9,Score_0_2_Stoke U21 v Southampton U21,12.5,5.0,,,12.0,13.06,13.5,4.29,9.4,25.05,10.5,43.57,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,16,Score_0_3_Stoke U21 v Southampton U21,13.5,5.0,,,11.5,13.23,13.0,45.89,6.0,46.67,6.6,48.88,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,2,Score_1_0_Stoke U21 v Southampton U21,32.0,5.0,95.0,2.82,1000.0,12.67,,,27.0,3.0,,,0,0,0,1,0,0
1.236542735,2024-11-29 14:00:00+00:00,3,Score_1_1_Stoke U21 v Southampton U21,9.8,2.06,,,20.0,7.41,25.0,34.66,19.5,3.0,,,0,0,0,1,0,0
